Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Burning Heart,faint evocation,1,none,150 gp,-,"Brewed from belladonna and popular among the backstabbing nobility of Taldor and Cheliax, burning heart causes victims to burst into flames at the most embarrassing times.  Type poisoned, ingested; Save Fortitude DC 14  Onset 10 minutes; Frequency 1/minute for 6 minutes  Effect 1d2 Str damage, target can attempt one save to cure a lycanthropy affliction contracted in the past hour; Cure 1 save  Spell Effect touch of combustionARG (Reflex DC 11)","Brew Potion, Infuse Poison, touch of combustionARG",125 gp,Potion,Black Markets,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Burning Heart</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint evocation; <b>CL </b>1st</h5><h5><b>Slot </b>none; <b>Price </b>150 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Brewed from belladonna and popular among the backstabbing nobility of Taldor and Cheliax, <i>burning heart</i> causes victims to burst into flames at the most embarrassing times.  <b>Type</b> poisoned, ingested; <b>Save</b> Fortitude DC 14  <b>Onset</b> 10 minutes; <b>Frequency</b> 1/minute for 6 minutes  <b>Effect</b> 1d2 Str damage, target can attempt one save to cure a lycanthropy affliction contracted in the past hour; <b>Cure</b> 1 save  Spell <b>Effect</b> <i>touch of</i> combustion<sup>ARG</sup> (Reflex DC 11)</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Brew Potion, Infuse Poison, <i>touch of combustion<sup>ARG</sup></i>; <b>Cost </b>125 gp</h5></div>",,0,0,0,0,0,0,1,0,0,faint,0.0,150.0,125,,,,4341,0,0,0,0,,0
Dust Of Eox,faint abjuration,5,none,"1,150 gp",-,"This black metallic powder infuses lich dust with magic-destroying energies, tearing down any protective spells its imbiber may have in place. It is especially favored by Red Mantis assassins when they must target wizards, arcanists, or nobles with abundant magical servants.  Type poison, ingested; Save Fortitude DC 13  Onset 10 minutes; Frequency 1/minute for 6 minutes  Effect 1d3 Str damage; Cure 2 consecutive saves  Spell Effect dispel magic","Brew Potion, Infuse Poison, dispel magic",775 gp,Potion,Black Markets,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dust Of Eox</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint abjuration; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>1,150 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This black metallic powder infuses lich dust with magic-destroying energies, tearing down any protective spells its imbiber may have in place. It is especially favored by Red Mantis assassins when they must target wizards, arcanists, or nobles with abundant magical servants.  <b>Type</b> poison, ingested; <b>Save</b> Fortitude DC 13  <b>Onset</b> 10 minutes; <b>Frequency</b> 1/minute for 6 minutes  <b>Effect</b> 1d3 Str damage; <b>Cure</b> 2 consecutive saves  Spell <b>Effect</b> <i>dispel magic</i></p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Brew Potion, Infuse Poison, <i>dispel magic</i>; <b>Cost </b>775 gp</h5></div>",,0,0,1,0,0,0,0,0,0,faint,0.0,1150.0,775,,,,4342,0,0,0,0,,0
Liquid Influence,faint enchantment,5,none,900 gp,-,"This heady liquid brewed from the toxin indigo dreams imparts a compulsion to its victim, decided when the poison is first created.  Type poison, ingested; Save Fortitude DC 13  Onset 10 minutes; Frequency 1/minute for 6 minutes  Effect 1d3 Wis damage; Cure 2 consecutive saves  Spell Effect suggestion (Will DC 14)","Brew Potion, Infuse Poison, suggestion",525 gp,Potion,Black Markets,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Liquid Influence</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint enchantment; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>900 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This heady liquid brewed from the toxin indigo dreams imparts a compulsion to its victim, decided when the poison is first created.  <b>Type</b> poison, ingested; <b>Save</b> Fortitude DC 13  <b>Onset</b> 10 minutes; <b>Frequency</b> 1/minute for 6 minutes  <b>Effect</b> 1d3 Wis damage; <b>Cure</b> 2 consecutive saves  Spell <b>Effect</b> <i>suggestion</i> (Will DC 14)</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Brew Potion, Infuse Poison, <i>suggestion</i>; <b>Cost </b>525 gp</h5></div>",,0,0,0,0,0,1,0,0,0,faint,0.0,900.0,525,,,,4343,0,0,0,0,,0
Dust Of Hex Hiding,faint illusion,5,none,250 gp,-,"This translucent dust warps harmful magical auras, making it difficult to discern cursed items from beneficial ones. Sprinkling the dust over a cursed magic item shields it from divination magic for 5 days. When identifying the item, a creature must exceed the item's DC by 15 (instead of by 10) to determine whether the item is cursed. If a creature activates the curse while the item is under this effect, treat the curse's caster level as 2 higher for the purpose of resisting spells such as remove curse and break enchantment. The dust can also be scattered over a magical glyph, rune, or symbol to increase the DC to find and disable the trap by 5 for 5 days.","Craft Wondrous Item, magic aura",125 gp,Wondrous Item,Adventurer's Guide,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dust Of Hex Hiding</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>faint illusion; <b>CL </b>5th</h5><h5><b>Slot </b>none; <b>Price </b>250 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This translucent dust warps harmful magical auras, making it difficult to discern cursed items from beneficial ones. Sprinkling the dust over a cursed magic item shields it from divination magic for 5 days. When identifying the item, a creature must exceed the item's DC by 15 (instead of by 10) to determine whether the item is cursed. If a creature activates the curse while the item is under this effect, treat the curse's caster level as 2 higher for the purpose of resisting spells such as <i>remove curse</i> and <i>break enchantment</i>. The dust can also be scattered over a magical glyph, rune, or symbol to increase the DC to find and disable the trap by 5 for 5 days.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>magic aura</i>; <b>Cost </b>125 gp</h5></div>",,0,0,0,0,0,0,0,0,0,faint,0.0,250.0,125,,,,7726,0,0,1,0,,0
Candle Of Abaddon,strong necromancy [evil],13,none,"9,000 gp",1 lb.,"Molded from a pale, milky-green wax into the shape of a column of screaming souls and stamped on the bottom with the unholy symbol of one of the Four Horsemen, a candle of Abaddon is a boon to evil spellcasters and any who would summon or interact with daemons. When burned, the candle sheds eerie dim illumination in a radius of 15 feet similar to Abaddon's perpetual eclipse. This candle lowers existing light levels in the area to dim conditions; this effect functions as a 6th-level spell with the darkness descriptor.  A spellcaster within the radius of a burning candle of Abaddon gains a +2 bonus to his effective caster level when casting spells with the evil descriptor. The light also acts as per magic circle against evil, but only against daemons. Natural healing doesn't work within the light's radius of illumination,  and magical healing requires a successful DC 25 caster level check to take effect.  A candle of Abaddon normally burns for 4 hours, but any burning consumes at least 10 minutes of its overall life span, even if it was lit for less than 10 minutes. It is possible to extinguish the candle simply by blowing it out, so users often place it in a lantern to protect it from drafts and the like (this doesn't interfere with its magical properties).","Craft Wondrous Item, desecrate, magic circle against evil, creator must be evil","4,500 gp",Wondrous Item,Book of the Damned,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Candle Of Abaddon</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong necromancy [evil]; <b>CL </b>13th</h5><h5><b>Slot </b>none; <b>Price </b>9,000 gp; <b>Weight </b>1 lb.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Molded from a pale, milky-green wax into the shape of a column of screaming souls and stamped on the bottom with the unholy symbol of one of the Four Horsemen, a <i>candle of Abaddon</i> is a boon to evil spellcasters and any who would summon or interact with daemons. When burned, the candle sheds eerie dim illumination in a radius of 15 feet similar to Abaddon's perpetual eclipse. This candle lowers existing light levels in the area to dim conditions; this effect functions as a 6th-level spell with the darkness descriptor.  A spellcaster within the radius of a burning <i>candle of Abaddon</i> gains a +2 bonus to his effective caster level when casting spells with the evil descriptor. The light also acts as per <i>magic circle against evil</i>, but only against daemons. Natural healing doesn't work within the light's radius of illumination,  and magical healing requires a successful DC 25 caster level check to take effect.  A <i>candle of Abaddon</i> normally burns for 4 hours, but any burning consumes at least 10 minutes of its overall life span, even if it was lit for less than 10 minutes. It is possible to extinguish the candle simply by blowing it out, so users often place it in a lantern to protect it from drafts and the like (this doesn't interfere with its magical properties).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>desecrate</i>, <i>magic circle against evil</i>, creator must be evil; <b>Cost </b>4,500 gp</h5></div>",,0,0,0,0,0,0,0,1,0,strong,1.0,9000.0,4500,,,,7908,0,0,0,0,,0
Elixir Of All-Seeing Doom,moderate necromancy [evil],12,-,"13,332 gp",-,"This potion radiates evil if detected for. It was created from strong venoms, infused with disease and buried under the earth for six years. Bits of dried earth still cling to the black glass. Drinking the elixir initiates a terrible transformation unless the imbiber succeeds at a DC 28 Fortitude save. In 1d6 days, small warts and boils start to appear on the body.  At this stage, a cure disease and a remove curse spell cast by a 7th or higher level cleric gets rid of the infection. After this time has passed, the boils grow and pop open, revealing hundreds of tiny frog eyes.  The imbiber may see with them as per a robe of eyes, but the horrendous pain causes 1 point of Con and Str damage each day (DC 18 Fortitude save or damage is permanent). At this stage, a heal spell is also necessary for recovery. Once the victim is reduced to 1 Con/Str or a month elapses, he dissolves into a vile mass that generates 666 killer frogs (Pathfinder Roleplaying Game Bestiary, ""Frog, Giant""). Cutting off, burning or otherwise removing eyes is of no use, as they regrow in a day with double ability damage caused.","Brew Potion, bestow curse, polymorph any object, cleric of Tsathogga","6,666 gp",Potion,Rappan Athuk,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Elixir Of All-Seeing Doom</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate necromancy [evil]; <b>CL </b>12th</h5><h5><b>Slot </b>-; <b>Price </b>13,332 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This potion radiates evil if detected for. It was created from strong venoms, infused with disease and buried under the earth for six years. Bits of dried earth still cling to the black glass. Drinking the elixir initiates a terrible transformation unless the imbiber succeeds at a DC 28 Fortitude save. In 1d6 days, small warts and boils start to appear on the body.</p><p>At this stage, a <i>cure disease</i> and a <i>remove curse</i> spell cast by a 7th or higher level cleric gets rid of the infection. After this time has passed, the boils grow and pop open, revealing hundreds of tiny frog eyes.</p><p>The imbiber may see with them as per a <i>robe of eyes</i>, but the horrendous pain causes 1 point of Con and Str damage each day (DC 18 Fortitude save or damage is permanent). At this stage, a <i>heal</i> spell is also necessary for recovery. Once the victim is reduced to 1 Con/Str or a month elapses, he dissolves into a vile mass that generates 666 killer frogs (<i>Pathfinder Roleplaying Game Bestiary</i>, ""Frog, Giant""). Cutting off, burning or otherwise removing eyes is of no use, as they regrow in a day with double ability damage caused.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Brew Potion, <i>bestow curse</i>, <i>polymorph any object</i>, <i>cleric of Tsathogga</i>; <b>Cost </b>6,666 gp</h5></div>",,0,0,0,0,0,0,0,1,0,moderate,0.0,13332.0,6666,,,,7991,0,0,0,0,,0
Potion of Cure light wounds,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Endure elements,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Hide from animals,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Hide from undead,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Jump,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Mage armor,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Magic fang,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Magic stone,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Magic weapon,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Pass without trace,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Protection from (alignment),,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Remove fear,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Sanctuary,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Shield of faith +2,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Shillelagh,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Bless weapon,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Enlarge person,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Reduce person,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,
Potion of Aid,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Barkskin +2,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Bear’s endurance,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Blur,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Bull’s strength,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Cat’s grace,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Cure moderate wounds,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Darkness,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Darkvision,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Delay poison,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Eagle’s splendor,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Fox’s cunning,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Invisibility (potion or oil),,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Lesser restoration,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Levitate (potion or oil),,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Misdirection,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Owl’s wisdom,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Protection from arrows 30 points**,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Remove paralysis,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Resist energy (type) 10,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Shield of faith +3,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,,
Potion of Spider climb,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Undetectable alignment,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,
Potion of Barkskin +3,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,
Potion of Shield of faith +4,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,
Potion of Resist energy (type) 20,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,
Potion of Cure serious wounds,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Daylight,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Displacement,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Flame arrow,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Fly,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Gaseous form,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Greater magic fang +1,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Greater magic weapon +1,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Haste,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Heroism,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Keen edge,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Magic circle against (alignment),,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Magic vestment +1,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Neutralize poison,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Nondetection,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Protection from energy (type),,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Rage,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Remove blindness/deafness,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Remove curse,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Remove disease,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Tongues,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Water breathing,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Water walk,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,
Potion of Barkskin +4,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,
Potion of Shield of faith +5,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,
Potion of Protection from arrows 100 points **,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,
Potion of Good hope,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1050.0,,,,,,,,,,,
Potion of Resist energy (type) 30,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,,,,,,,,,,
Potion of Barkskin +5,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,
Potion of Greater magic fang +2,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,
Potion of Greater magic weapon +2,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,
Potion of Magic vestment +2,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,
Potion of Greater magic fang +3,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,
Potion of Greater magic weapon +3,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,
Potion of Magic vestment +3,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,,,,,,,
Potion of Greater magic fang +4,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Potion of Greater magic weapon +4,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Potion of Magic vestment +4,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,
Potion of Greater magic fang +5,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Potion of Greater magic weapon +5,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Potion of Magic vestment +5,,,none,,,,,,Potion,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,
Scroll of Detect Poison,,1,none,,,Detects poison in a creature or object.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Read Magic,,1,none,,,Read scrolls and spellbooks.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Resistance,,1,none,,,Subject gains +1 on saving throws.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Virtue,,1,none,,,Subject gains 1 temporary hp.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Create Water,,1,none,,,Creates 2 gallons/level of pure water.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Sotto Voce,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,
Scroll of Command,,1,none,,,One subject obeys a command for 1 round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Forbid Action,,1,none,,,Target obeys your command to not do something.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Murderous Command,,1,none,,,Target is compelled to kill its ally.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Cause Fear,,1,none,,,A creature of 5 HD or less flees for 1d4 rounds.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Compel Hostility,,1,none,,,Compels opponents to attack you instead of your allies.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Moment of Greatness,,1,none,,,Doubles a morale bonus.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Coward's Cowl,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Comprehend Languages,,1,none,,,You understand all languages.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Egorian Diplomacy,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Detect Undead,,1,none,,,Reveals undead within 60 ft.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Endure Elements,,1,none,,,Exist comfortably in hot or cold regions.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Entropic Shield,,1,none,,, Ranged attacks against you have 20% miss chance.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Opportunistic Loyalty,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Remove Fear,,1,none,,,Suppresses fear or gives +4 on saves against fear for one subject + one per four levels.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Bane,,1,none,,,Enemies take –1 on attack rolls and saves vs. fear.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Summon Monster I,,1,none,,,(Evil creatures only.) Summons extraplanar creature to fight for you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Summon Minor Monster,,1,none,,,Summon 1d3 Tiny animals.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Ant Haul,,1,none,,,Triples carrying capacity of a creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Bless,,1,none,,,Allies gain +1 on attack rolls and saves against fear.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Swallow Your Fear,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Unbreakable Heart,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Abadar's Truthtelling,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Decompose Corpse,,1,none,,,Turn a corpse into a clean skeleton.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Blessing Of The Watch,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Diagnose Disease,,1,none,,,Detect and identify diseases.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Fairness,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Haze Of Dreams,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
